district,trump16_margin,obama12_margin,house_dem18_margin,house_dem_avg_margin,rpt,incumbent_party,safety,house_dem20_margin,house20_winner,govtrack_ideology,last_name
TX-14,0.198,-0.1979999999999999,-0.1992512621094283,-0.1956918983919094,0.9,R,Safe,-0.234,Rep,0.8781706924005646,b'Weber'
TX-15,-0.167,0.1589999999999999,0.2091661508962269,0.1882985196313798,0.96,D,Safe,0.033,Dem,0.4696059325842538,b'Gonzalez'
TX-16,-0.407,0.297,0.4143512659968968,0.4949425248845486,0.9,D,Safe,0.286,Dem,0.2407441631616559,b'Escobar'
TX-17,0.175,-0.2269999999999999,-0.1549224566148868,-0.3829153218453526,0.94,R,Safe,-0.1499999999999999,Rep,0.8067358355138259,b'Flores'
TX-18,-0.565,0.5329999999999999,0.5443222012455786,0.5093463421543281,0.92,D,Safe,0.498,Dem,0.0643853805883337,b'Jackson Lee'
TX-19,0.49,-0.4859999999999999,-0.5045275639280145,-0.7022693856296089,0.89,R,Safe,-0.52,Rep,0.6684709345904694,b'Arrington'
TX-20,-0.267,0.1919999999999999,0.808534394026622,0.666703310809097,0.95,D,Safe,0.316,Dem,0.2714565872661615,b'Castro'
TX-21,0.1,-0.2189999999999999,-0.0261101700427299,-0.3002598587077174,0.94,R,Vulnerable,-0.069,Rep,0.5892036447972614,b'Roy'
TX-22,0.0789999999999999,-0.254,-0.0490812192128579,-0.227499722494238,1.0,R,Vulnerable,-0.067,Rep,0.7919349578593553,b'Olson'
TX-23,-0.0339999999999999,-0.026,-0.0044080754418786,0.0021973022854341,1.0,R,Vulnerable,-0.0299999999999999,Rep,0.6417238401589137,b'Hurd'
TX-24,0.062,-0.2239999999999999,-0.0306964596193122,-0.1942205919173019,0.94,R,Vulnerable,-0.013,Rep,0.6892195098514896,b'Marchant'
TX-25,0.149,-0.221,-0.0874658926360929,-0.1858218695635442,0.95,R,Safe,-0.14,Rep,0.6635471193530447,b'Williams'
TX-26,0.265,-0.3689999999999999,-0.2035583430665109,-0.4483451175105845,1.0,R,Safe,-0.2339999999999999,Rep,0.6143815813695809,b'Burgess'
TX-27,0.236,-0.2229999999999999,-0.2371457084866045,-0.2363513808335232,0.89,R,Safe,-0.282,Rep,0.6859021275082141,b'Cloud'
TX-28,-0.1979999999999999,0.2159999999999999,0.843908465372847,0.5987500835666608,0.95,D,Safe,0.1929999999999999,Dem,0.5534940019603691,b'Cuellar'
TX-29,-0.4569999999999999,0.329,0.5114303709125572,0.6979747273614989,0.89,D,Safe,0.437,Dem,0.2146137319262054,b'Garcia'
TX-30,-0.608,0.6,0.9105222356884712,0.7444274763919131,0.92,D,Safe,0.591,Dem,0.1817307933798736,b'Johnson'
TX-31,0.127,-0.213,-0.0290832042572384,-0.207873607015626,1.0,R,Vulnerable,-0.093,Rep,0.5334259977230662,b'Carter'
TX-32,-0.0189999999999999,-0.155,0.065183948915173,-0.2743688810990004,0.94,D,Safe,0.06,Dem,0.4107778927310439,b'Allred'
TX-33,-0.492,0.449,0.5425501576863718,0.587325327361269,0.93,D,Safe,0.4169999999999999,Dem,0.2731719891635273,b'Veasey'
TX-34,-0.215,0.225,0.1997791260100092,0.2297119641762003,0.9,D,Safe,0.1349999999999999,Dem,0.4092112369496014,b'Vela'
TX-35,-0.3359999999999999,0.284,0.4520346066049354,0.3445227660747881,1.0,D,Safe,0.353,Dem,0.2869366657013992,b'Doggett'
TX-36,0.4679999999999999,-0.475,-0.4511705022617095,-0.5794358236947545,0.91,R,Safe,-0.495,Rep,0.8181638795147045,b'Babin'
UT-1,0.273,-0.5700000000000001,-0.3671721719163459,-0.3993843358786815,0.98,R,Safe,-0.388,Rep,0.6021806193610145,b'Bishop'
UT-2,0.14,-0.3879999999999999,-0.1719645687369465,-0.2547459810852912,0.96,R,Safe,-0.237,Rep,0.6281962808306556,b'Stewart'
UT-3,0.239,-0.588,-0.4024214047856354,-0.4752450605679697,0.92,R,Safe,-0.417,Rep,0.6446889656237631,b'Curtis'
UT-4,0.067,-0.37,0.0025773291590999,-0.0424572520481103,0.96,D,Vulnerable,0.005,Dem,0.4467009316649487,b'McAdams'
VA-1,0.1239999999999999,-0.1189999999999999,-0.1047452431639772,-0.1933401208672066,0.96,R,Safe,-0.1640000000000001,Rep,0.7559518370465494,b'Wittman'
VA-2,0.0339999999999999,-0.0229999999999999,0.0223591806876372,-0.1146256682807533,0.92,D,Vulnerable,0.0539999999999999,Dem,0.4178351058548762,b'Luria'
VA-3,-0.317,0.363,0.912241298536666,0.7052070867223467,0.87,D,Safe,0.364,Dem,0.215001195297352,b'Scott'
VA-4,-0.216,0.2179999999999999,0.266583070427608,0.0142261141726457,0.91,D,Safe,0.2219999999999999,Dem,0.2359002784217177,b'McEachin'
VA-5,0.111,-0.066,-0.0652856306645311,-0.1519321359130324,0.92,R,Vulnerable,-0.052,Rep,0.7629887841508323,b'Riggleman'
VA-6,0.248,-0.1929999999999999,-0.1948417958823926,-0.3953513650298635,0.97,R,Safe,-0.298,Rep,0.6513088229772266,b'Cline'
VA-7,0.065,-0.105,0.0193937730665545,-0.1355566261634959,0.97,D,Vulnerable,0.02,Dem,0.4816798618144817,b'Spanberger'
VA-8,-0.526,0.368,0.5242156995578109,0.398023420414662,0.9,D,Safe,0.514,Dem,0.2363808947339444,b'Beyer'
VA-9,0.415,-0.282,-0.3040732043080412,-0.4138117507783765,0.85,R,Safe,-1.0,Rep,0.5904369429832967,b'Griffith'
VA-10,-0.1,-0.011,0.123751002596555,-0.0729407354568323,0.97,D,Safe,0.1299999999999999,Dem,0.2625259825834288,b'Wexton'
VA-11,-0.3940000000000001,0.262,0.4417453365774533,0.4351121957950307,0.91,D,Safe,0.434,Dem,0.2771497128510893,b'Connolly'
VT-AL,-0.264,0.358,0.432525481646241,0.5194743965462186,0.99,D,Safe,0.4029999999999999,Dem,0.2760468629527461,b'Welch'
WA-1,-0.163,0.108,0.185353260624566,0.1182773064132042,1.0,D,Safe,0.1759999999999999,Dem,0.2376880468650236,b'DelBene'
WA-2,-0.221,0.212,0.7129018800473489,0.3568871790735081,1.0,D,Safe,0.27,Dem,0.2696279126626679,b'Larsen'
WA-3,0.0739999999999999,-0.017,-0.0534199579462675,-0.1816777145572147,1.0,R,Vulnerable,-0.1299999999999999,Rep,0.5624846169195163,b'Herrera Beutler'
WA-4,0.2279999999999999,-0.218,-0.2563549543792381,-0.4162928591683162,1.0,R,Safe,-0.31,Rep,0.7037335553057771,b'Newhouse'
WA-5,0.131,-0.0979999999999999,-0.095199892616444,-0.1850113277187443,1.0,R,Safe,-0.2219999999999999,Rep,0.7096774068016928,b'McMorris Rodgers'
WA-6,-0.1229999999999999,0.149,0.2777341017561887,0.2369914843901449,1.0,D,Safe,0.194,Dem,0.4035312589079656,b'Kilmer'
WA-7,-0.699,0.611,0.6712230890263275,0.6108864149009483,0.97,D,Safe,0.664,Dem,0.091575773100711,b'Jayapal'
WA-8,-0.03,0.016,0.0483011081049138,-0.1535014280347615,1.0,D,Safe,0.0359999999999999,Dem,0.3083411339026387,b'Schrier'
WA-9,-0.472,0.3869999999999999,0.6790000290979228,0.4963992770542055,1.0,D,Safe,0.486,Dem,0.167886420580798,b'Smith'
WA-10,-0.1139999999999999,0.1519999999999999,0.2308803110247153,0.1673451133198752,0.83,D,Safe,0.524,Dem,0.3127137797303329,b'Heck'
WI-1,0.103,-0.042,-0.1229078099207849,-0.2129448005976196,0.86,R,Safe,-0.2199999999999999,Rep,0.5960716318602507,b'Steil'
WI-2,-0.368,0.3779999999999999,0.974222726484817,0.519671116762621,0.91,D,Safe,0.3940000000000001,Dem,0.1731187227967989,b'Pocan'
WI-3,0.045,0.11,0.1933654826041544,0.3986790013200365,0.89,D,Vulnerable,0.03,Dem,0.4621855915621042,b'Kind'
WI-4,-0.522,0.515,0.5397400828307463,0.553760002354131,0.83,D,Safe,0.52,Dem,0.0763543714146086,b'Moore'
WI-5,0.201,-0.2359999999999999,-0.2394643798313421,-0.3401998496809243,0.92,R,Safe,-0.1959999999999999,Rep,0.6251062194859021,b'Sensenbrenner'
WI-6,0.169,-0.073,-0.1100549120945041,-0.1778520172422035,0.9,R,Safe,-0.185,Rep,0.8455842224668317,b'Grothman'
WI-8,0.176,-0.0369999999999999,-0.2741853066240031,-0.2370342366340778,0.82,R,Safe,-0.308,Rep,0.7068709025211873,b'Gallagher'
WV-1,0.416,-0.267,-0.2915031228873843,-0.2999107809249908,0.91,R,Safe,-0.375,Rep,0.6692509221325073,b'McKinley'
WV-2,0.364,-0.22,-0.1098333919293723,-0.1751895428984546,0.97,R,Safe,-0.262,Rep,0.8910635424859592,b'Mooney'
WV-3,0.492,-0.322,-0.1274680686916021,-0.1484801774333471,0.93,R,Safe,-0.428,Rep,0.6560658863710094,b'Miller'
WY-AL,0.4759999999999999,-0.412,-0.3381947377574598,-0.3809872637655211,0.93,R,Safe,-0.441,Rep,0.5909546243494789,b'Cheney'
